address_id,as_id,address_name,as_name,as_prefix,b_type,b_pid,a_pname,as_pname, Simillar
1566,582,Huyện Thới Bình,Thới Bình,Huyện,7,841,Cà Mau,Cà Mau,1
1567,583,Huyện Trần Văn Thời,Trần Văn Thời,Huyện,7,841,Cà Mau,Cà Mau,1
1568,584,Huyện U Minh,U Minh,Huyện,7,841,Cà Mau,Cà Mau,1
---,---,---,---,---,---,---,---,---,---
1462,262,Huyện Thới Lai,Thới Lai,Huyện,7,806,Cần Thơ,Cần Thơ,1
1464,263,Quận Bình Thủy,Bình Thủy,Quận,3,806,Cần Thơ,Cần Thơ,1
1465,264,Quận Cái Răng,Cái Răng,Quận,3,806,Cần Thơ,Cần Thơ,1
1460,265,Huyện Cờ Đỏ,Cờ Đỏ,Huyện,7,806,Cần Thơ,Cần Thơ,1
1466,266,Quận Ninh Kiều,Ninh Kiều,Quận,3,806,Cần Thơ,Cần Thơ,1
1467,267,Quận Ô Môn,Ô Môn,Quận,3,806,Cần Thơ,Cần Thơ,1
1461,268,Huyện Phong Điền,Phong Điền,Huyện,7,806,Cần Thơ,Cần Thơ,1
1468,269,Quận Thốt Nốt,Thốt Nốt,Quận,3,806,Cần Thơ,Cần Thơ,1
1463,270,Huyện Vĩnh Thạnh,Vĩnh Thạnh,Huyện,7,806,Cần Thơ,Cần Thơ,1
---,---,---,---,---,---,---,---,---,---
1570,797,Huyện Bảo Lạc,Bảo Lạc,Huyện,7,842,Cao Bằng,Cao Bằng,1
1571,798,Huyện Bảo Lâm,Bảo Lâm,Huyện,7,842,Cao Bằng,Cao Bằng,1
1582,799,Thành Phố Cao Bằng,Cao Bằng,Thành phố,3,842,Cao Bằng,Cao Bằng,1
1572,800,Huyện Hạ Lang,Hạ Lang,Huyện,7,842,Cao Bằng,Cao Bằng,1
1573,801,Huyện Hà Quảng,Hà Quảng,Huyện,7,842,Cao Bằng,Cao Bằng,1
1574,802,Huyện Hòa An,Hòa An,Huyện,7,842,Cao Bằng,Cao Bằng,1
1575,803,Huyện Nguyên Bình,Nguyên Bình,Huyện,7,842,Cao Bằng,Cao Bằng,1
1576,804,Huyện Phục Hòa,Phục Hòa,Huyện,7,842,Cao Bằng,Cao Bằng,1
1577,805,Huyện Quảng Uyên,Quảng Uyên,Huyện,7,842,Cao Bằng,Cao Bằng,1
1578,806,Huyện Thạch An,Thạch An,Huyện,7,842,Cao Bằng,Cao Bằng,1
1579,807,Huyện Thông Nông,Thông Nông,Huyện,7,842,Cao Bằng,Cao Bằng,1
1580,808,Huyện Trà Lĩnh,Trà Lĩnh,Huyện,7,842,Cao Bằng,Cao Bằng,1
1581,809,Huyện Trùng Khánh,Trùng Khánh,Huyện,7,842,Cao Bằng,Cao Bằng,1
---,---,---,---,---,---,---,---,---,---
1095,155,Quận Cẩm Lệ,Cẩm Lệ,Quận,3,129,Đà Nẵng,Đà Nẵng,1
1096,156,Quận Hải Châu,Hải Châu,Quận,3,129,Đà Nẵng,Đà Nẵng,1
2074,157,Huyện Hòa Vang,Hòa Vang,Huyện,7,129,Đà Nẵng,Đà Nẵng,1
,158,,Hoàng Sa,Huyện,7,,,Đà Nẵng,
1099,159,Quận Liên Chiểu,Liên Chiểu,Quận,3,129,Đà Nẵng,Đà Nẵng,1
1097,160,Quận Ngũ Hành Sơn,Ngũ Hành Sơn,Quận,3,129,Đà Nẵng,Đà Nẵng,1
1098,161,Quận Sơn Trà,Sơn Trà,Quận,3,129,Đà Nẵng,Đà Nẵng,1
1094,162,Quận Thanh Khê,Thanh Khê,Quận,3,129,Đà Nẵng,Đà Nẵng,1
---,---,---,---,---,---,---,---,---,---
1583,247,Huyện Buôn Đôn,Buôn Đôn,Huyện,7,843,Đắk Lắk,Đắk Lắk,1
1597,248,Thị xã Buôn Hồ,Buôn Hồ,Thị xã,3,843,Đắk Lắk,Đắk Lắk,1
1596,249,Thành phố Buôn Ma Thuột,Buôn Ma Thuột,Thành phố,3,843,Đắk Lắk,Đắk Lắk,1
1584,250,Huyện Cư Kuin,Cư Kuin,Huyện,7,843,Đắk Lắk,Đắk Lắk,1
1585,251,Huyện Cư MGar,Cư M'gar,Huyện,7,843,Đắk Lắk,Đắk Lắk,0.947
1588,252,Huyện EaHLeo,Ea H'Leo,Huyện,7,843,Đắk Lắk,Đắk Lắk,0.889
1586,253,Huyện Ea Kar,Ea Kar,Huyện,7,843,Đắk Lắk,Đắk Lắk,1
1587,254,Huyện Ea Súp,Ea Súp,Huyện,7,843,Đắk Lắk,Đắk Lắk,1
1589,255,Huyện Krông Ana,Krông A Na,Huyện,7,843,Đắk Lắk,Đắk Lắk,0.957
1590,256,Huyện Krông Bông,Krông Bông,Huyện,7,843,Đắk Lắk,Đắk Lắk,1
1591,257,Huyện Krông Búk,Krông A Buk,Huyện,7,843,Đắk Lắk,Đắk Lắk,0.833
1592,258,Huyện Krông Năng,Krông Năng,Huyện,7,843,Đắk Lắk,Đắk Lắk,1
1593,259,Huyện Krông Pắk,Krông Pắc,Huyện,7,843,Đắk Lắk,Đắk Lắk,0.909
1594,260,Huyện Lắk,Lắk,Huyện,7,843,Đắk Lắk,Đắk Lắk,1
1595,261,Huyện MDrắk,M'Đrắk,Huyện,7,843,Đắk Lắk,Đắk Lắk,0.8
---,---,---,---,---,---,---,---,---,---
1598,568,Huyện Cư Jút,Cư Jút,Huyện,7,844,Đắk Nông,Đắk Nông,1
1599,569,Huyện Đắk GLong,Dăk GLong,Huyện,7,844,Đắk Nông,Đắk Nông,0.818
1600,570,Huyện Đắk Mil,Dăk Mil,Huyện,7,844,Đắk Nông,Đắk Nông,0.778
1601,571,Huyện Đắk RLấp,Dăk R'Lấp,Huyện,7,844,Đắk Nông,Đắk Nông,0.762
1602,572,Huyện Đắk Song,Dăk Song,Huyện,7,844,Đắk Nông,Đắk Nông,0.8
1605,573,Thị xã Gia Nghĩa,Gia Nghĩa,Thị xã,3,844,Đắk Nông,Đắk Nông,1
1603,574,Huyện Krông Nô,Krông Nô,Huyện,7,844,Đắk Nông,Đắk Nông,1
1604,575,Huyện Tuy Đức,Tuy Đức,Huyện,7,844,Đắk Nông,Đắk Nông,1
---,---,---,---,---,---,---,---,---,---
1606,749,Huyện Điện Biên,Điện Biên,Huyện,7,845,Điện Biên,Điện Biên,1
1607,750,Huyện Điện Biên Đông,Điện Biên Đông,Huyện,7,845,Điện Biên,Điện Biên,1
1613,751,Thành phố Điện Biên phủ,Điện Biên Phủ,Thành phố,3,845,Điện Biên,Điện Biên,1
1610,752,Huyện Mường Ảng,Mường Ảng,Huyện,7,845,Điện Biên,Điện Biên,1
1608,753,Huyện Mường Chà,Mường Chà,Huyện,7,845,Điện Biên,Điện Biên,1
1614,754,Thị xã Mường Lay,Mường Lay,Thị xã,3,845,Điện Biên,Điện Biên,1
1609,755,Huyện Mường Nhé,Mường Nhé,Huyện,7,845,Điện Biên,Điện Biên,1
2099,756,Huyện Nậm Pồ,Nậm Pồ,Huyện,7,845,Điện Biên,Điện Biên,1
1611,757,Huyện Tủa Chùa,Tủa Chùa,Huyện,7,845,Điện Biên,Điện Biên,1
1612,758,Huyện Tuần Giáo,Tuần Giáo,Huyện,7,845,Điện Biên,Điện Biên,1
---,---,---,---,---,---,---,---,---,---
1624,171,Thành phố Biên Hòa,Biên Hòa,Thành phố,3,823,Đồng Nai,Đồng Nai,1
1615,172,Huyện Cẩm Mỹ,Cẩm Mỹ,Huyện,7,823,Đồng Nai,Đồng Nai,1
1616,173,Huyện Định Quán,Định Quán,Huyện,7,823,Đồng Nai,Đồng Nai,1
1625,174,Thị xã Long Khánh,Long Khánh,Thị xã,7,823,Đồng Nai,Đồng Nai,1
1617,175,Huyện Long Thành,Long Thành,Huyện,7,823,Đồng Nai,Đồng Nai,1
1618,176,Huyện Nhơn Trạch,Nhơn Trạch,Huyện,7,823,Đồng Nai,Đồng Nai,1
1619,177,Huyện Tân Phú,Tân Phú,Huyện,7,823,Đồng Nai,Đồng Nai,1
1620,178,Huyện Thống Nhất,Thống Nhất,Huyện,7,823,Đồng Nai,Đồng Nai,1
1621,179,Huyện Trảng Bom,Trảng Bom,Huyện,7,823,Đồng Nai,Đồng Nai,1
1622,180,Huyện Vĩnh Cửu,Vĩnh Cửu,Huyện,7,823,Đồng Nai,Đồng Nai,1
1623,181,Huyện Xuân Lộc,Xuân Lộc,Huyện,7,823,Đồng Nai,Đồng Nai,1
---,---,---,---,---,---,---,---,---,---
1635,648,Thành phố Cao Lãnh,Cao Lãnh,Thành phố,3,846,Đồng Tháp,Đồng Tháp,1
1627,649,Huyện Châu Thành,Châu Thành,Huyện,7,846,Đồng Tháp,Đồng Tháp,1
1636,650,Thị xã Hồng Ngự,Hồng Ngự,Thị xã,3,846,Đồng Tháp,Đồng Tháp,1
16127,651,Huyện Cao Lãnh,Cao Lãnh,Huyện,7,846,Đồng Tháp,Đồng Tháp,1
1628,652,Huyện Hồng Ngự,Hồng Ngự,Huyện,7,846,Đồng Tháp,Đồng Tháp,1
1629,653,Huyện Lai Vung,Lai Vung,Huyện,7,846,Đồng Tháp,Đồng Tháp,1
1630,654,Huyện Lấp Vò,Lấp Vò,Huyện,7,846,Đồng Tháp,Đồng Tháp,1
1637,655,Thành Phố Sa Đéc,Sa Đéc,Thành phố,3,846,Đồng Tháp,Đồng Tháp,1
1631,656,Huyện Tam Nông,Tam Nông,Huyện,7,846,Đồng Tháp,Đồng Tháp,1
1632,657,Huyện Tân Hồng,Tân Hồng,Huyện,7,846,Đồng Tháp,Đồng Tháp,1
1633,658,Huyện Thanh Bình,Thanh Bình,Huyện,7,846,Đồng Tháp,Đồng Tháp,1
1634,659,Huyện Tháp Mười,Tháp Mười,Huyện,7,846,Đồng Tháp,Đồng Tháp,1
---,---,---,---,---,---,---,---,---,---
1654,399,Thị xã An Khê,An Khê,Thị xã,3,847,Gia Lai,Gia Lai,1
1653,400,Thị xã AYun Pa,AYun Pa,Thị xã,3,847,Gia Lai,Gia Lai,1
1638,401,Huyện Chư Păh,Chư Păh,Huyện,7,847,Gia Lai,Gia Lai,1
1639,402,Huyện Chư Pưh,Chư Pưh,Huyện,7,847,Gia Lai,Gia Lai,1
1640,403,Huyện Chư Sê,Chư Sê,Huyện,7,847,Gia Lai,Gia Lai,1
1641,404,Huyện Chư Prông,Chư Prông,Huyện,7,847,Gia Lai,Gia Lai,1
1642,405,Huyện Đăk Đoa,Đăk Đoa,Huyện,7,847,Gia Lai,Gia Lai,1
1643,406,Huyện Đăk Pơ,Đăk Pơ,Huyện,7,847,Gia Lai,Gia Lai,1
1644,407,Huyện Đức Cơ,Đức Cơ,Huyện,7,847,Gia Lai,Gia Lai,1
1645,408,Huyện Ia Grai,Ia Grai,Huyện,7,847,Gia Lai,Gia Lai,1
1646,409,Huyện Ia Pa,Ia Pa,Huyện,7,847,Gia Lai,Gia Lai,1
1647,410,Huyện KBang,KBang,Huyện,7,847,Gia Lai,Gia Lai,1
1648,411,Huyện Kông Chro,Kông Chro,Huyện,7,847,Gia Lai,Gia Lai,1
1649,412,Huyện Krông Pa,Krông Pa,Huyện,7,847,Gia Lai,Gia Lai,1
1650,413,Huyện Mang Yang,Mang Yang,Huyện,7,847,Gia Lai,Gia Lai,1
1651,414,Huyện Phú Thiện,Phú Thiện,Huyện,7,847,Gia Lai,Gia Lai,1
